"","Tm","X.Bat","BatAge","R.G","G","PA","AB","RS","Hits.Made","X2B","X3B","HR.Made","RBI","SB","CS","BB.Made","SO.Batting","BA","OBP","SLG","OPS","OPS.PLUS","TB","GDP","HBP.Batting","SH","SF","IBB.Batting","LOB.Batting","X.P","PAge","RAperG","W","L","W.L.","ERA","GS","GF","CG","tSho","cSho","SV","IP","Hits.Allowed","RA","ER","HR.Allowed","BB.Allowed","IBB.Pitching","SO.Pitching","HBP.Pitching","BK","WP","BF","ERA.PLUS","FIP","WHIP","H9","HR9","BB9","SO9","SO.Walk","LOB.Pitching","year","RS.RA","PO","WS","X.Fld","RunsAllowedPerGame","DefEff","Inn","Ch","PO.Fielding","A","E","DP","Fld.Percent","Rtot","Rtot.yr"
"1194","St. Louis Cardinals2012",45,29.2,4.72,162,6326,5622,765,1526,290,37,159,732,91,37,533,1192,0.271,0.338,0.421,0.759,107,2367,135,53,69,49,45,1198,24,28.6,4,88,74,0.543,3.71,162,158,4,10,2,42,1462.2,1420,648,603,134,436,28,1218,50,4,46,6158,103,3.62,1.269,8.7,0.8,2.7,7.5,2.79,1122,2012,117,1,0,45,4,0.686,13164,6249,4388,1754,107,149,0.983,-6,-1
"1195","Tampa Bay Rays2012",43,29.7,4.3,162,6105,5398,697,1293,250,30,175,665,134,44,571,1323,0.24,0.317,0.394,0.711,99,2128,133,58,34,42,26,1058,18,28.1,3.56,90,72,0.556,3.19,162,155,7,15,4,50,1459.2,1233,577,518,139,469,35,1383,54,4,59,6000,121,3.51,1.166,7.6,0.9,2.9,8.5,2.95,1044,2012,120,0,0,43,3.56,0.704,13137,6134,4379,1641,114,155,0.981,-3,0
"1196","Texas Rangers2012",39,29.7,4.99,162,6216,5590,808,1526,303,32,200,780,91,44,478,1103,0.273,0.334,0.446,0.78,105,2493,121,57,36,53,44,1113,21,28.8,4.36,93,69,0.574,3.99,162,155,7,10,2,43,1442,1378,707,639,175,446,15,1286,41,8,53,6067,109,3.9,1.265,8.6,1.1,2.8,8,2.88,1034,2012,101,1,0,39,4.36,0.694,12978,5907,4326,1496,85,136,0.986,9,1
"1197","Toronto Blue Jays2012",54,27.8,4.42,162,6094,5487,716,1346,247,22,198,677,123,41,473,1251,0.245,0.309,0.407,0.716,94,2231,109,55,33,45,29,1026,34,27.8,4.84,73,89,0.451,4.64,162,157,5,11,4,29,1443.2,1439,784,745,204,574,20,1142,55,7,56,6216,91,4.66,1.394,9,1.3,3.6,7.1,1.99,1101,2012,-68,0,0,54,4.84,0.694,12993,6169,4331,1737,101,167,0.984,72,7
"1198","Washington Nationals2012",43,27.2,4.51,162,6221,5615,731,1468,301,25,194,688,105,35,479,1325,0.261,0.322,0.428,0.75,101,2401,110,41,50,36,43,1127,19,27,3.67,98,64,0.605,3.33,162,159,3,9,1,51,1468.1,1296,594,543,129,497,32,1325,47,4,62,6133,120,3.54,1.221,7.9,0.8,3,8.1,2.67,1134,2012,137,1,0,43,3.67,0.702,13215,6131,4405,1632,94,134,0.985,38,3
"1199","Arizona Diamondbacks2013",44,28.1,4.23,162,6334,5676,685,1468,302,31,130,647,62,41,519,1142,0.259,0.323,0.391,0.715,96,2222,160,43,50,43,51,1160,23,27.6,4.29,81,81,0.5,3.92,162,156,6,7,2,38,1495,1460,695,651,176,485,42,1218,60,3,84,6338,99,4.04,1.301,8.8,1.1,2.9,7.3,2.51,1158,2013,-10,0,0,44,4.29,0.697,13455,6293,4485,1733,75,135,0.988,38,3
"1200","Atlanta Braves2013",44,26.8,4.25,162,6133,5441,688,1354,247,21,181,656,64,31,542,1384,0.249,0.321,0.402,0.723,99,2186,119,55,58,35,36,1132,21,27.2,3.38,96,66,0.593,3.18,162,161,1,12,0,53,1450.1,1326,548,512,127,409,35,1232,51,3,50,5989,118,3.44,1.196,8.2,0.8,2.5,7.6,3.01,1090,2013,140,1,0,43,3.38,0.7,13053,6116,4351,1680,85,141,0.986,62,6
"1201","Baltimore Orioles2013",52,27.8,4.6,162,6144,5620,745,1460,298,14,212,719,79,29,416,1125,0.26,0.313,0.431,0.744,101,2422,105,36,27,45,36,1053,26,27.9,4.38,85,77,0.525,4.2,162,160,2,6,1,57,1453,1438,709,678,202,473,32,1169,50,3,38,6144,98,4.33,1.315,8.9,1.3,2.9,7.2,2.47,1076,2013,36,0,0,52,4.38,0.701,13077,6027,4359,1614,54,165,0.991,19,2
"1202","Boston Red Sox2013",48,29.6,5.27,162,6382,5651,853,1566,363,29,178,819,123,19,581,1308,0.277,0.349,0.446,0.795,116,2521,137,72,24,50,51,1212,26,30.2,4.05,97,65,0.599,3.79,162,157,5,8,2,33,1454,1366,656,613,156,524,10,1294,47,5,47,6143,109,3.84,1.3,8.5,1,3.2,8,2.47,1125,2013,197,1,0,48,4.05,0.694,13086,5958,4362,1516,80,142,0.987,21,2
"1203","Chicago Cubs2013",56,27.9,3.72,162,6079,5498,602,1307,297,18,172,576,63,32,439,1230,0.238,0.3,0.392,0.693,89,2156,120,67,43,30,28,1092,31,28.7,4.25,66,96,0.407,4,162,159,3,6,1,39,1448,1332,689,643,160,540,43,1184,62,4,59,6149,97,4.1,1.293,8.3,1,3.4,7.4,2.19,1116,2013,-87,0,0,56,4.25,0.706,13032,6046,4344,1602,100,129,0.983,22,2
"1204","Chicago White Sox2013",47,29.2,3.69,162,6077,5563,598,1385,237,19,148,574,105,42,411,1207,0.249,0.302,0.378,0.68,84,2104,124,34,19,48,23,1068,24,27.1,4.46,63,99,0.389,3.98,162,157,5,5,1,40,1455,1424,723,643,182,509,24,1249,60,4,62,6214,106,4.13,1.329,8.8,1.1,3.1,7.7,2.45,1126,2013,-125,0,0,47,4.46,0.687,13095,6041,4365,1555,121,155,0.98,-64,-6
"1205","Cincinnati Reds2013",39,28.5,4.31,162,6293,5499,698,1370,274,20,155,664,67,35,585,1245,0.249,0.327,0.391,0.718,98,2149,129,76,85,46,65,1191,20,27.7,3.64,90,72,0.556,3.38,162,157,5,17,2,43,1473.2,1294,589,554,170,435,28,1296,66,5,44,6077,112,3.81,1.173,7.9,1,2.7,7.9,2.98,1067,2013,109,1,0,39,3.64,0.715,13263,6140,4421,1643,76,131,0.988,89,8
"1206","Cleveland Indians2013",49,28.6,4.6,162,6165,5465,745,1391,290,23,171,711,117,36,562,1283,0.255,0.327,0.41,0.737,107,2240,106,51,31,56,19,1126,28,27.5,4.09,92,70,0.568,3.82,162,159,3,16,3,38,1441.1,1359,662,611,147,554,26,1379,58,3,71,6154,100,3.73,1.327,8.5,0.9,3.5,8.6,2.49,1168,2013,83,1,0,48,4.09,0.683,12972,5925,4324,1503,98,135,0.983,-14,-1
"1207","Colorado Rockies2013",43,27.7,4.36,162,6152,5599,706,1511,283,36,159,673,112,32,427,1204,0.27,0.323,0.418,0.741,91,2343,111,26,65,35,26,1118,23,28.3,4.69,74,88,0.457,4.44,162,161,1,5,0,35,1436,1545,760,708,136,517,52,1064,40,15,62,6248,101,3.96,1.436,9.7,0.9,3.2,6.7,2.06,1180,2013,-54,0,0,43,4.69,0.674,12924,6253,4308,1855,90,162,0.986,-7,-1
"1208","Detroit Tigers2013",39,30,4.91,162,6388,5735,796,1625,292,23,176,767,35,20,531,1073,0.283,0.346,0.434,0.78,111,2491,146,43,32,47,40,1250,20,28.4,3.85,93,69,0.574,3.61,162,159,3,12,1,39,1462.2,1369,624,587,128,462,29,1428,42,7,63,6119,116,3.27,1.252,8.4,0.8,2.8,8.8,3.09,1107,2013,172,1,1,39,3.85,0.682,13164,5972,4388,1508,76,136,0.987,-53,-5
"1209","Houston Astros2013",50,25.8,3.77,162,6020,5457,610,1307,266,16,148,566,110,61,426,1535,0.24,0.299,0.375,0.674,86,2049,110,52,46,38,17,1007,26,27.2,5.23,51,111,0.315,4.79,162,160,2,5,1,32,1440,1530,848,766,191,616,32,1084,56,6,61,6370,85,4.67,1.49,9.6,1.2,3.9,6.8,1.76,1202,2013,-238,0,0,50,5.23,0.679,12960,6080,4320,1635,125,168,0.979,-69,-6
"1210","Kansas City Royals2013",43,26.9,4,162,6093,5549,648,1443,254,34,112,620,153,32,422,1048,0.26,0.315,0.379,0.694,89,2101,131,42,37,42,38,1110,21,28.9,3.71,86,76,0.531,3.45,162,157,5,12,2,52,1448.1,1366,601,555,155,469,21,1208,41,4,60,6049,120,3.83,1.267,8.5,1,2.9,7.5,2.58,1103,2013,47,0,0,43,3.71,0.698,13035,5950,4345,1520,85,136,0.986,55,5
"1211","Los Angeles Angels of Anaheim2013",49,27.8,4.52,162,6260,5588,733,1476,270,39,164,696,82,34,523,1221,0.264,0.329,0.414,0.743,110,2316,150,48,37,64,40,1144,26,29.1,4.55,78,84,0.481,4.23,162,158,4,12,2,41,1457.2,1475,737,685,167,533,36,1200,45,4,74,6298,89,4.08,1.378,9.1,1,3.3,7.4,2.25,1188,2013,-4,0,0,49,4.55,0.683,13119,5985,4373,1500,112,135,0.981,-44,-4
"1212","Los Angeles Dodgers2013",49,30.6,4.01,162,6145,5491,649,1447,281,17,138,618,78,28,476,1146,0.264,0.326,0.396,0.722,103,2176,130,57,71,48,45,1175,27,28.1,3.59,92,70,0.568,3.25,162,155,7,22,4,46,1450.1,1321,582,524,127,460,44,1292,43,3,66,6032,110,3.44,1.228,8.2,0.8,2.9,8,2.81,1099,2013,67,0,0,49,3.59,0.692,13053,6183,4351,1723,109,160,0.982,27,2
"1213","Miami Marlins2013",53,27.7,3.17,162,6021,5449,513,1257,219,31,95,485,78,29,432,1232,0.231,0.293,0.335,0.627,73,1823,131,56,57,26,31,1080,26,26,3.99,62,100,0.383,3.71,162,160,2,13,1,36,1460,1376,646,602,121,526,58,1177,47,2,53,6166,104,3.69,1.303,8.5,0.7,3.2,7.3,2.24,1140,2013,-133,0,0,52,3.99,0.695,13140,6155,4380,1687,88,144,0.986,10,1
"1214","Milwaukee Brewers2013",40,27.9,3.95,162,6064,5474,640,1381,238,43,157,610,142,50,407,1183,0.252,0.311,0.398,0.708,93,2176,116,71,77,35,22,1071,21,28.8,4.24,74,88,0.457,3.84,162,158,4,15,2,40,1442.2,1401,687,615,175,466,29,1125,43,2,51,6100,101,4.12,1.294,8.7,1.1,2.9,7,2.41,1085,2013,-47,0,0,40,4.24,0.697,12984,6070,4328,1628,114,153,0.981,19,2
"1215","Minnesota Twins2013",44,28.2,3.79,162,6212,5564,614,1346,285,15,151,590,52,33,533,1430,0.242,0.312,0.38,0.692,90,2114,103,52,29,32,20,1206,23,28.3,4.86,66,96,0.407,4.55,162,161,1,7,1,40,1450.1,1591,788,733,168,458,31,985,44,4,50,6257,90,4.23,1.413,9.9,1,2.8,6.1,2.15,1118,2013,-174,0,0,44,4.86,0.679,13053,6155,4351,1723,81,178,0.987,-43,-4
"1216","New York Mets2013",53,28.3,3.82,162,6207,5559,619,1318,263,32,130,593,114,35,512,1384,0.237,0.306,0.366,0.672,91,2035,106,51,53,32,40,1137,29,29.1,4.22,74,88,0.457,3.77,162,158,4,10,2,40,1476.2,1442,684,618,152,458,38,1209,54,3,47,6249,95,3.79,1.287,8.8,0.9,2.8,7.4,2.64,1135,2013,-65,0,0,53,4.22,0.691,13290,6165,4430,1642,93,127,0.985,-34,-3
"1217","New York Yankees2013",56,31.9,4.01,162,6045,5449,650,1321,247,24,144,614,115,31,466,1214,0.242,0.307,0.376,0.683,88,2048,121,57,36,36,33,1064,24,31.8,4.14,85,77,0.525,3.94,162,155,7,10,3,49,1447.1,1452,671,633,171,437,34,1233,51,1,57,6128,102,3.89,1.305,9,1.1,2.7,7.7,2.82,1115,2013,-21,0,0,55,4.14,0.687,13026,5955,4342,1544,69,139,0.988,-22,-2
"1218","Oakland Athletics2013",44,28.3,4.73,162,6209,5521,767,1403,301,25,186,725,74,28,573,1178,0.254,0.327,0.419,0.745,107,2312,108,45,21,49,29,1126,19,28.3,3.86,96,66,0.593,3.56,162,156,6,13,4,46,1452,1339,625,574,163,428,23,1183,35,1,56,6069,109,3.83,1.217,8.3,1,2.7,7.3,2.76,1088,2013,142,1,0,44,3.86,0.708,13068,5830,4356,1377,97,112,0.983,-7,-1
"1219","Philadelphia Phillies2013",51,30,3.77,162,6014,5456,610,1355,255,32,140,578,73,29,417,1205,0.248,0.306,0.384,0.69,91,2094,131,53,57,31,41,1061,27,28.7,4.62,73,89,0.451,4.32,162,156,6,3,2,32,1436.1,1465,749,689,152,506,33,1199,62,6,48,6213,87,3.94,1.372,9.2,1,3.2,7.5,2.37,1155,2013,-139,0,0,51,4.62,0.679,12927,6020,4309,1614,97,141,0.984,-49,-5
"1220","Pittsburgh Pirates2013",49,27.9,3.91,162,6135,5486,634,1346,273,35,161,603,94,42,469,1330,0.245,0.313,0.396,0.709,100,2172,120,88,62,29,41,1126,29,28.7,3.56,94,68,0.58,3.26,162,159,3,16,0,55,1470.2,1299,577,533,101,515,26,1261,70,6,81,6147,109,3.42,1.233,7.9,0.6,3.2,7.7,2.45,1158,2013,57,1,0,49,3.56,0.698,13236,6442,4412,1924,106,154,0.984,18,2
"1221","San Diego Padres2013",47,28.1,3.81,162,6122,5517,618,1349,246,26,146,578,118,34,467,1309,0.245,0.308,0.378,0.686,97,2085,99,52,52,34,36,1126,23,28.8,4.32,76,86,0.469,3.98,162,159,3,6,1,40,1455,1407,700,643,156,525,31,1171,40,2,51,6179,86,4,1.328,8.7,1,3.2,7.2,2.23,1114,2013,-82,0,0,47,4.32,0.696,13095,6146,4365,1698,83,140,0.986,19,2
"1222","Seattle Mariners2013",47,28.7,3.85,162,6172,5558,624,1318,249,17,188,597,49,23,529,1353,0.237,0.306,0.39,0.695,98,2165,122,31,26,28,21,1131,22,28,4.65,71,91,0.438,4.31,162,158,4,14,2,43,1465,1467,754,702,174,478,48,1297,42,1,74,6257,86,3.89,1.328,9,1.1,2.9,8,2.71,1108,2013,-130,0,0,47,4.65,0.683,13185,6128,4395,1645,88,149,0.986,-53,-5
"1223","San Francisco Giants2013",44,28.7,3.88,162,6168,5552,629,1446,280,35,107,596,67,26,469,1078,0.26,0.32,0.381,0.702,100,2117,131,39,66,42,40,1187,21,29.6,4.27,76,86,0.469,4,162,160,2,13,2,41,1447.1,1380,691,643,145,521,64,1256,50,4,60,6163,87,3.8,1.313,8.6,0.9,3.2,7.8,2.41,1130,2013,-62,0,0,44,4.27,0.689,13026,5986,4342,1537,107,128,0.982,39,4
"1224","St. Louis Cardinals2013",44,28.7,4.83,162,6202,5557,783,1494,322,20,125,745,45,22,481,1110,0.269,0.332,0.401,0.733,102,2231,154,64,56,44,38,1087,25,26.9,3.68,97,65,0.599,3.42,162,155,7,15,4,44,1459.2,1366,596,555,112,451,26,1254,64,1,33,6104,110,3.39,1.245,8.4,0.7,2.8,7.7,2.78,1129,2013,187,1,0,44,3.68,0.691,13137,6172,4379,1718,75,177,0.988,14,1
"1225","Tampa Bay Rays2013",42,29.5,4.29,163,6242,5538,700,1421,296,23,165,670,73,38,589,1171,0.257,0.329,0.408,0.737,106,2258,140,36,24,55,31,1172,21,29,3.96,92,71,0.564,3.74,163,154,9,17,3,42,1464,1315,646,608,153,482,38,1310,52,6,69,6083,103,3.71,1.227,8.1,0.9,3,8.1,2.72,1045,2013,54,1,0,41,3.96,0.707,13176,6044,4392,1593,59,147,0.99,13,1
"1226","Texas Rangers2013",46,29.6,4.48,163,6196,5585,730,1465,262,23,176,691,149,46,462,1067,0.262,0.323,0.412,0.735,100,2301,124,61,45,42,26,1110,25,27.9,3.9,91,72,0.558,3.62,163,159,4,10,2,46,1463.1,1370,636,589,157,498,35,1309,48,5,68,6146,114,3.77,1.277,8.4,1,3.1,8.1,2.63,1120,2013,94,0,0,45,3.9,0.693,13170,6025,4390,1549,86,146,0.986,54,5
"1227","Toronto Blue Jays2013",53,28.9,4.4,162,6152,5537,712,1398,273,24,185,669,112,41,510,1123,0.252,0.318,0.411,0.729,99,2274,133,38,29,38,19,1065,31,30.9,4.67,74,88,0.457,4.25,162,158,4,11,2,39,1452,1451,756,685,195,500,33,1208,65,7,54,6250,97,4.3,1.344,9,1.2,3.1,7.5,2.42,1138,2013,-44,0,0,53,4.67,0.69,13068,6072,4356,1605,111,145,0.982,-39,-4
"1228","Washington Nationals2013",44,27.7,4.05,162,6047,5436,656,1365,259,27,161,621,88,28,464,1192,0.251,0.313,0.398,0.71,94,2161,115,40,68,39,35,1071,21,27.7,3.86,86,76,0.531,3.59,162,156,6,13,4,47,1445.2,1367,626,576,142,405,17,1236,48,8,43,6038,106,3.56,1.226,8.5,0.9,2.5,7.7,3.05,1075,2013,30,0,0,44,3.86,0.691,13011,5993,4337,1549,107,146,0.982,-3,0
"1229","Arizona Diamondbacks2014",52,27.6,3.8,162,6089,5552,615,1379,259,47,118,573,86,33,398,1165,0.248,0.302,0.376,0.678,88,2086,115,43,56,36,31,1092,25,28,4.58,64,98,0.395,4.26,162,160,2,4,1,35,1444.1,1467,742,683,154,469,43,1278,51,5,50,6162,88,3.83,1.34,9.1,1,2.9,8,2.72,1087,2014,-127,0,0,52,4.58,0.673,12999,6079,4333,1645,101,147,0.983,0,0
"1230","Atlanta Braves2014",39,26.8,3.54,162,6064,5468,573,1316,240,22,123,545,95,33,472,1369,0.241,0.305,0.36,0.665,88,1969,121,43,53,27,31,1128,20,27.3,3.69,79,83,0.488,3.38,162,157,5,13,2,54,1455,1369,597,547,121,472,36,1301,37,1,75,6087,106,3.47,1.265,8.5,0.7,2.9,8,2.76,1125,2014,-24,0,0,39,3.69,0.687,13095,5977,4365,1527,85,143,0.986,26,2
"1231","Baltimore Orioles2014",44,28.3,4.35,162,6130,5596,705,1434,264,16,211,681,44,20,401,1285,0.256,0.311,0.422,0.734,104,2363,112,62,35,36,29,1088,20,27.7,3.66,96,66,0.593,3.43,162,159,3,13,2,53,1461.1,1342,593,557,151,472,25,1174,59,2,42,6104,115,3.96,1.241,8.3,0.9,2.9,7.2,2.49,1127,2014,112,1,0,43,3.66,0.706,13152,6075,4384,1604,87,156,0.986,42,4
"1232","Boston Red Sox2014",55,29.1,3.91,162,6226,5551,634,1355,282,20,123,601,63,25,535,1337,0.244,0.316,0.369,0.684,91,2046,138,68,20,52,36,1168,25,29.9,4.41,71,91,0.438,4.01,162,159,3,7,2,36,1465.2,1458,715,653,154,482,19,1213,47,5,51,6231,100,3.93,1.324,9,0.9,3,7.4,2.52,1119,2014,-81,0,1,55,4.41,0.685,13191,6099,4397,1610,92,155,0.985,6,1
"1233","Chicago Cubs2014",48,26.8,3.79,162,6102,5508,614,1315,270,31,157,590,65,40,442,1477,0.239,0.3,0.385,0.684,89,2118,94,54,57,41,29,1069,27,28,4.36,73,89,0.451,3.91,162,161,1,11,1,37,1463.1,1398,707,636,115,504,37,1311,55,3,64,6208,97,3.51,1.3,8.6,0.7,3.1,8.1,2.6,1111,2014,-93,0,0,48,4.36,0.68,13170,6161,4390,1668,103,137,0.983,-14,-1
"1234","Chicago White Sox2014",44,27.7,4.07,162,6077,5543,660,1400,279,32,155,625,85,36,417,1362,0.253,0.31,0.398,0.708,102,2208,127,60,19,38,33,1071,26,27.4,4.68,73,89,0.451,4.29,162,159,3,6,0,36,1441,1468,758,687,140,557,42,1152,69,3,75,6255,88,4.09,1.405,9.2,0.9,3.5,7.2,2.07,1174,2014,-98,0,0,44,4.68,0.678,12969,6112,4323,1682,107,170,0.982,-59,-5
"1235","Cincinnati Reds2014",45,29,3.67,162,5978,5395,595,1282,254,20,131,562,122,52,415,1252,0.238,0.296,0.365,0.661,85,1969,88,52,76,37,22,1037,25,28,3.78,76,86,0.469,3.59,162,157,5,13,3,44,1446,1282,612,576,163,507,33,1290,69,5,45,6067,103,4.01,1.237,8,1,3.2,8,2.54,1117,2014,-17,0,0,45,3.78,0.712,13014,5998,4338,1588,72,120,0.988,67,6
"1236","Cleveland Indians2014",46,28.6,4.13,162,6222,5575,669,1411,284,23,142,644,104,27,504,1189,0.253,0.317,0.389,0.706,97,2167,126,42,51,49,24,1154,23,27.2,4.03,85,77,0.525,3.56,162,156,6,15,4,40,1468.1,1398,653,581,135,464,51,1450,58,2,56,6193,110,3.42,1.268,8.6,0.8,2.8,8.9,3.13,1135,2014,16,0,0,45,4.03,0.673,13215,6120,4405,1599,116,139,0.981,-45,-4
"1237","Colorado Rockies2014",49,27.3,4.66,162,6164,5612,755,1551,307,41,186,721,85,48,397,1281,0.276,0.327,0.445,0.772,102,2498,121,48,59,48,39,1072,26,28.5,5.05,66,96,0.407,4.84,162,161,1,4,1,24,1431,1528,818,770,173,531,32,1074,54,8,72,6248,88,4.43,1.439,9.6,1.1,3.3,6.8,2.02,1137,2014,-63,0,0,49,5.05,0.678,12879,6207,4293,1808,106,166,0.983,39,4
"1238","Detroit Tigers2014",48,29.8,4.67,162,6202,5630,757,1557,325,26,155,731,106,41,443,1144,0.277,0.331,0.426,0.757,113,2399,137,44,24,61,51,1111,30,28.5,4.35,90,72,0.556,4.01,162,157,5,8,4,41,1454,1475,705,648,127,462,34,1244,42,9,43,6191,97,3.6,1.332,9.1,0.8,2.9,7.7,2.69,1124,2014,52,1,0,48,4.35,0.673,13086,6001,4362,1538,101,153,0.983,-87,-8
"1239","Houston Astros2014",48,25.4,3.88,162,6055,5447,629,1317,240,19,163,596,122,37,495,1442,0.242,0.309,0.383,0.692,96,2084,122,55,22,36,27,1086,28,27.9,4.46,70,92,0.432,4.11,162,155,7,3,2,31,1438.2,1437,723,657,139,484,32,1137,52,7,57,6154,94,3.93,1.335,9,0.9,3,7.1,2.35,1115,2014,-94,0,0,48,4.46,0.685,12948,6126,4316,1704,106,151,0.983,-45,-4
"1240","Kansas City Royals2014",48,28.2,4.02,162,6058,5545,651,1456,286,29,95,604,153,36,380,985,0.263,0.314,0.376,0.69,92,2085,131,53,33,47,22,1080,23,28.9,3.85,89,73,0.549,3.51,162,159,3,14,2,53,1450.2,1386,624,565,128,440,14,1168,56,6,58,6101,113,3.69,1.259,8.6,0.8,2.7,7.2,2.65,1125,2014,27,1,1,48,3.85,0.693,13056,5968,4352,1512,104,122,0.983,31,3
"1241","Los Angeles Angels of Anaheim2014",54,29.3,4.77,162,6285,5652,773,1464,304,31,155,729,81,39,492,1266,0.259,0.322,0.406,0.728,110,2295,112,60,26,54,42,1113,31,28.4,3.89,98,64,0.605,3.58,162,159,3,13,2,46,1482.2,1307,630,590,126,504,41,1342,63,4,74,6179,101,3.57,1.221,7.9,0.8,3.1,8.1,2.66,1101,2014,143,1,0,54,3.89,0.703,13344,6013,4448,1482,83,127,0.986,2,0
"1242","Los Angeles Dodgers2014",49,29.4,4.43,162,6231,5560,718,1476,302,38,134,686,138,50,519,1246,0.265,0.333,0.406,0.738,110,2256,119,61,47,43,30,1159,25,29.9,3.81,94,68,0.58,3.4,162,155,7,16,3,47,1464.2,1338,617,554,142,429,35,1373,41,4,64,6075,103,3.48,1.206,8.2,0.9,2.6,8.4,3.2,1064,2014,101,0,0,49,3.81,0.69,13182,6208,4394,1707,107,145,0.983,6,1
"1243","Miami Marlins2014",45,27.4,3.98,162,6185,5538,645,1399,254,36,122,614,58,21,501,1419,0.253,0.317,0.378,0.694,94,2091,143,35,71,39,49,1145,25,26.4,4.16,77,85,0.475,3.78,162,159,3,16,3,42,1457.2,1481,674,613,114,458,35,1190,49,4,56,6217,98,3.56,1.33,9.1,0.7,2.8,7.3,2.6,1170,2014,-29,0,0,44,4.16,0.675,13119,6170,4373,1700,97,154,0.984,-18,-2
"1244","Milwaukee Brewers2014",40,28.8,4.01,162,6065,5462,650,1366,297,28,150,617,102,43,423,1197,0.25,0.311,0.397,0.708,95,2169,135,73,70,37,32,1049,21,29,4.06,82,80,0.506,3.67,162,159,3,9,3,45,1457.2,1386,657,594,167,431,20,1246,42,2,44,6106,103,3.89,1.247,8.6,1,2.7,7.7,2.89,1076,2014,-7,0,0,40,4.06,0.696,13119,6074,4373,1602,99,130,0.984,13,1
"1245","Minnesota Twins2014",48,27.5,4.41,162,6233,5567,715,1412,316,27,128,675,99,36,544,1329,0.254,0.324,0.389,0.713,100,2166,97,53,25,44,29,1176,23,29.2,4.8,70,92,0.432,4.57,162,160,2,7,0,38,1435,1588,777,728,147,408,24,1031,45,6,50,6212,86,3.97,1.391,10,0.9,2.6,6.5,2.53,1130,2014,-62,0,0,48,4.8,0.672,12915,5981,4305,1579,97,136,0.984,-58,-5
"1246","New York Mets2014",45,28.4,3.88,162,6145,5472,629,1306,275,19,125,602,101,34,516,1264,0.239,0.308,0.364,0.673,93,1994,112,54,59,44,42,1123,22,28.9,3.81,79,83,0.488,3.49,162,161,1,11,1,42,1463.2,1370,618,568,141,509,38,1303,50,1,56,6170,99,3.75,1.284,8.4,0.9,3.1,8,2.56,1161,2014,11,0,0,45,3.81,0.688,13173,6112,4391,1617,104,158,0.983,-12,-1
"1247","New York Yankees2014",58,32.8,3.91,162,6082,5497,633,1349,247,26,147,591,112,26,452,1133,0.245,0.307,0.38,0.687,94,2089,111,56,29,47,16,1098,33,29.3,4.1,84,78,0.519,3.75,162,157,5,10,2,48,1453,1392,664,605,164,398,23,1370,65,6,49,6114,103,3.67,1.232,8.6,1,2.5,8.5,3.44,1091,2014,-31,0,0,58,4.1,0.687,13077,5925,4359,1474,92,107,0.984,-14,-1
"1248","Oakland Athletics2014",45,29.6,4.5,162,6245,5545,729,1354,253,33,146,686,83,20,586,1104,0.244,0.32,0.381,0.7,100,2111,118,49,19,43,34,1147,23,28.2,3.53,88,74,0.543,3.22,162,155,7,13,3,31,1463.1,1269,572,524,147,406,28,1244,48,1,59,5972,116,3.67,1.145,7.8,0.9,2.5,7.7,3.06,1010,2014,157,1,0,43,3.53,0.71,13170,6135,4390,1634,111,150,0.982,20,2
"1249","Philadelphia Phillies2014",49,30.7,3.82,162,6198,5603,619,1356,251,27,125,584,109,26,443,1306,0.242,0.302,0.363,0.665,85,2036,94,55,59,37,42,1147,26,30.1,4.24,73,89,0.451,3.79,162,160,2,12,0,40,1468.1,1396,687,619,134,521,43,1255,69,1,49,6261,99,3.81,1.306,8.6,0.8,3.2,7.7,2.41,1169,2014,-68,0,0,49,4.24,0.693,13215,6161,4405,1673,83,133,0.987,-7,-1
"1250","Pittsburgh Pirates2014",45,27.3,4.21,162,6224,5536,682,1436,275,30,156,659,104,47,520,1244,0.259,0.33,0.404,0.734,106,2239,127,78,54,35,46,1192,23,28.1,3.9,88,74,0.543,3.47,162,160,2,7,1,48,1456.1,1341,631,562,128,499,43,1228,88,3,71,6130,103,3.8,1.263,8.3,0.8,3.1,7.6,2.46,1130,2014,51,1,0,44,3.9,0.694,13107,6316,4369,1838,109,148,0.983,34,3
"1251","San Diego Padres2014",51,27.9,3.3,162,5905,5294,535,1199,224,30,109,500,91,34,468,1294,0.226,0.292,0.342,0.634,84,1810,118,41,56,45,27,1033,24,28.8,3.56,77,85,0.475,3.27,162,158,4,10,3,41,1438.2,1300,577,523,117,462,32,1284,46,4,57,6006,104,3.46,1.225,8.1,0.7,2.9,8,2.78,1113,2014,-42,0,0,51,3.56,0.695,12948,5977,4316,1560,101,124,0.983,29,3
"1252","Seattle Mariners2014",44,27.5,3.91,162,5977,5450,634,1328,247,32,136,600,96,42,396,1232,0.244,0.3,0.376,0.676,95,2047,112,60,35,34,33,1008,20,29,3.42,87,75,0.537,3.17,162,160,2,9,1,51,1452,1240,554,512,137,463,36,1317,52,8,80,5974,115,3.61,1.173,7.7,0.8,2.9,8.2,2.84,1064,2014,80,0,0,44,3.42,0.712,13068,6046,4356,1608,82,139,0.986,33,3
